age,covid_trouble_bills,education,enthusiasm,factory_farming_ban,gender,gss_bible,gss_spanking,gss_trust,id,income,loc_county,lv_likely,race,rigged_who_actually_won,social_fb,survey_method,vote2016,vote2020,vote_method,vote_ossoff_perdue,vote_warnock_loeffler,birth_control,covid_know_dead,covid_positive,covid_reduced_work,loc_east_west,loc_north_south,lv_thought,rigged_trump_concede,rigged_vote_counts,slaughterhouse_ban,urban_rural,vegetarian_imperative
65+,No,Graduated from college,More enthusiastic,Don't know,Female,Book of fables,Disagree,Can trust,wick_a47ac113e086ba7e4784c84f69b96295e7942eb0726ed7bec4ca55bd,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,"Some college, no degree",More enthusiastic,Don't know,Male,Word of God,Agree,Can trust,wick_7178191ecc6074049bf3b53c580800c6e62b7fd3b4fa6ed23b80a1fe,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,Graduated from high school,More enthusiastic,Agree,Female,Word of God,Agree,Can't be too careful,wick_ef0b7a9adcdd3f9a0a7dba979699d412bb6a98624bf0c1f5900b199f,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from college,Less enthusiastic,Agree,Female,Word of God,Agree,Can't be too careful,wick_973153ce71231eeec6f175b9eeb212c607c418e886ec93d1db096581,"Between $100,000 and $150,000",Another county in Georgia,Very likely,"Black, non-Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,Graduated from high school,More enthusiastic,Agree,Male,Inspired word,Agree,Can trust,wick_08ca1cc21cbf881fb2d606c0db7d9574ef1bc4b6f8f7a0bf4b3e141f,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Completed graduate school,More enthusiastic,Agree,Female,Inspired word,Disagree,Can trust,wick_1aa657ecc3579fc028cb88368fcc8224dfb7d7d2ce1105ee32c762e0,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Don't know,Female,Word of God,Don't know,Can trust,wick_53b5136b5f3cd818be4523d762e3b26b75b876231b860eb3ae44340f,"Between $100,000 and $150,000","Cobb County, GA",Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,More enthusiastic,Don't know,Male,Word of God,Agree,Can't be too careful,wick_03e94f7e4ba1315386daafd866c92f9d937e4c64a002a18f79322eb9,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Hillary Clinton,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Don't know,Female,Inspired word,Agree,Can trust,wick_afb797776254e5ca3dd8622b0b6821d3579fbdc2ef65e749ab036bbb,"Between $100,000 and $150,000",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Agree,Male,Book of fables,Don't know,Can trust,wick_1aca6eaeb10fcb71c3b176442e05c755f043bcc90f5f72b05e477cb4,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Did not vote,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Unsure,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Agree,Can trust,wick_cacf080471fbd146f4595e1f7a2751379621ee0c803bd9bc31718936,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,"Some college, no degree",More enthusiastic,Don't know,Male,Word of God,Don't know,Can trust,wick_b794aa048cc38c5261ffa513c79d84dafc6a284cab960dea915e51db,"Between $15,000 and $49,999",Another county in Georgia,Already voted,Other,Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",More enthusiastic,Agree,Male,Word of God,Agree,Can't be too careful,wick_98cf883d5623fab55ede912bdd0df74ebcc036512adedea17c59b9ef,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Graduated from college,Less enthusiastic,Don't know,Male,Inspired word,Agree,Can trust,wick_ee4944eec3b8d7118289b7316cfca8ba2e28a792aa54fc64f6584d57,"Over $150,000",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,"Some college, no degree",Less enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_9ecc9168198c25bf6d2ec5a727fe29c661f572dad84bb77388a90672,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Don't know,Yes,IVR,Did not vote,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Don't know,Can trust,wick_e3cf69e4c4040f2214e3a423f1785c412406a19a7959fa7e90f899d3,"Under $15,000",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,Yes,IVR,Hillary Clinton,Joe Biden,Early vote in person,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,"Some college, no degree",More enthusiastic,Don't know,Male,Word of God,Agree,Can trust,wick_6a4ae5b91236156872738a0f17b6ef90e185704d4c2556840f0e47de,"Between $15,000 and $49,999","Gwinnett County, GA",Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Graduated from college,About the same,Disagree,Male,Inspired word,Agree,Can't be too careful,wick_a25eff4317eccc2fb3526de5e87c7025d4c19676a25c6321e8210d08,"Between $100,000 and $150,000",Another county in Georgia,Already voted,Other,Donald Trump,No,IVR,Donald Trump,Other,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,Graduated from high school,Less enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_d3a2dd3e1fb1c76b740004afcf0afb74c3f84082b7d7de2462a27b09,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,"Some college, no degree",More enthusiastic,Disagree,Female,Inspired word,Agree,Can't be too careful,wick_3ff06b297e742500ce391982634fb205c5a88cfa682ce2e6aa7e4ba3,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Other,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,Graduated from college,More enthusiastic,Agree,Female,Word of God,Agree,Can't be too careful,wick_a4af46039d0397ff262396f1cfba3dcecd5931042b9314a95e4cf499,"Between $100,000 and $150,000",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,No,"Some college, no degree",More enthusiastic,Disagree,Male,Word of God,Agree,Can't be too careful,wick_8215552dd5188409a1294ee6f9b8f159c48645072698abc2dfd2057c,"Between $75,000 and $99,999",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Agree,Can't be too careful,wick_538b77d4df5820314aa2b4a4c92e204382271f7b3b88f6736b4c003e,"Between $15,000 and $49,999",Another county in Georgia,Very likely,Other,Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Agree,Can trust,wick_2380ffd85e86b19a1227e50325f40ad8a9749cc2e3a1a7664b0079cf,"Between $15,000 and $49,999","Fulton County, GA",Very likely,"Black, non-Hispanic",Joe Biden,No,IVR,Donald Trump,Joe Biden,I will vote on election day,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Agree,Male,Word of God,Agree,Can't be too careful,wick_83cd978ac5c4cf3588bd7f8ec4438951f0442714dac44ebf22884970,"Under $15,000",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,Graduated from high school,More enthusiastic,Don't know,Male,Word of God,Disagree,Can't be too careful,wick_3389d35b02a410bb7c068610ccdb0be6dec8e192817ec4f9d0b85523,"Under $15,000",Another county in Georgia,Very likely,"White, not Hispanic",Donald Trump,No,IVR,Donald Trump,Donald Trump,Absentee by mail,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,Yes,"Some college, no degree",More enthusiastic,Agree,Female,Word of God,Agree,Can't be too careful,wick_ac6f6a3a49c4301867d99971da8b1c820830ed493ac4e33758227fc6,"Between $15,000 and $49,999",Another county in Georgia,Already voted,"White, not Hispanic",Donald Trump,Yes,IVR,Donald Trump,Donald Trump,Early vote in person,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,Graduated from college,More enthusiastic,Disagree,Male,Inspired word,Don't know,Can trust,wick_84d800b2fda26cbe0900cbd20016f772e5d903bb9fa1b5c016ae1695,"Between $50,000 and $74,999",Another county in Georgia,Already voted,"White, not Hispanic",Joe Biden,Yes,IVR,Donald Trump,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
Under 65,Yes,Graduated from high school,More enthusiastic,Don't know,Female,Word of God,Don't know,Can trust,wick_0600d1c0a866a6900aaa2db89bcae9d411601264319e7fd0c624d1eb,"Under $15,000",Another county in Georgia,Already voted,"Black, non-Hispanic",Joe Biden,No,IVR,Hillary Clinton,Joe Biden,Absentee by mail,Jon Ossoff,Raphael Warnock,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
65+,No,"Some college, no degree",About the same,Don't know,Male,Inspired word,Don't know,Can trust,wick_4904a7ce5146f7f3c0eeb1152b53a0131903a425d8d3f9207eff5666,"Between $15,000 and $49,999",Another county in Georgia,Very likely,"White, not Hispanic",Joe Biden,Yes,IVR,Donald Trump,Donald Trump,I will vote on election day,David Perdue,Kelly Loeffler,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented,Not presented
